Path,Station,Date,TMSTAMP,RECNBR,StnID,BatMin,ProgSig,AvgAir_T,MaxAir_T,HmMaxAir_T,MinAir_T,HmMinAir_T,AvgRH,MaxRH,HmMaxRH,MinRH,HmMinRH,Pluvio_Rain,MaxWS,HmMaxWS,AvgWS,AvgWD,AvgSD,AvgSoil_T05,MaxSoil_T05,MinSoil_T05,AvgRS_kw,MaxRS_kw,HmMaxRS,TotRS_MJ,TBRG_Rain,Avg_Soil_TP5_TempC,Max_Soil_TP5_TempC,Min_Soil_TP5_TempC,Avg_Soil_TP5_VMC,Max_Soil_TP5_VMC,Min_Soil_TP5_VMC,Avg_Soil_TP20_TempC,Max_Soil_TP20_TempC,Min_Soil_TP20_TempC,Avg_Soil_TP20_VMC,Max_Soil_TP20_VMC,Min_Soil_TP20_VMC,Avg_Soil_TP50_TempC,Max_Soil_TP50_TempC,Min_Soil_TP50_TempC,Avg_Soil_TP50_VMC,Max_Soil_TP50_VMC,Min_Soil_TP50_VMC,Avg_Soil_TP100_TempC,Max_Soil_TP100_TempC,Min_Soil_TP100_TempC,Avg_Soil_TP100_VMC,Max_Soil_TP100_VMC,Min_Soil_TP100_VMC,EvapTot24
NULL,alexander,2023-04-25,"2023-04-26 00:00:00",770,544,12.58,7999,1.978,9.18,"2023-04-25 18:31:00",-5.171,"2023-04-25 06:49:00",70.96,92.9,"2023-04-25 06:33:00",42.37,"2023-04-25 18:10:00",0,9.74,"2023-04-25 14:25:30",3.944,120.1,30.62,3.912,9.11,0.341,0.296,0.914,"2023-04-25 13:38:25",25.55714,0,3.43,4.902,2.063,39.51,39.68,39.41,2.245,3.059,1.605,37.7,37.95,37.55,1.082,1.1,1.073,33.45,33.56,33.38,0.148,7.634,-9.7,9.36,11.52,7.512,3.45
NULL,zhoda,2023-04-24,"2023-04-25 00:00:00",764,519,12.64,7999,1.263,6.845,"2023-04-24 16:57:00",-4.222,"2023-04-24 04:51:00",65.68,91.8,"2023-04-24 03:37:00",39.82,"2023-04-24 17:10:00",0,5.625,"2023-04-24 12:31:25",1.678,313.4,47.38,-0.089,-0.078,-0.099,0.21,1.107,"2023-04-24 12:26:35",18.10064,0,1.04,1.079,1.02,23.89,24.33,23.55,1.78,1.791,1.77,29.62,29.83,29.47,1.561,1.574,1.547,37.15,37.26,36.95,2.424,2.437,2.406,49.21,49.27,49.17,2.399
NULL,woodlands,2023-04-24,"2023-04-25 00:00:00",767,225,12.48,7999,1.887,6.815,"2023-04-24 15:59:00",-0.681,"2023-04-24 06:26:00",60.13,79.13,"2023-04-24 03:29:00",39.96,"2023-04-24 15:31:00",0,7.134,"2023-04-24 12:29:20",2.574,10.06,26.38,-0.204,2.879,-1.646,0.184,1.217,"2023-04-24 13:55:55",15.87813,0,2.195,3.959,1.225,45.43,46.15,45.07,1.303,1.318,1.289,25.95,26,25.88,1.381,1.392,1.365,27.62,27.86,27.36,2.145,2.155,2.132,38.6,38.8,38.41,2.461
NULL,winkler,2023-04-24,"2023-04-25 00:00:00",768,230,12.79,7999,1.866,7.531,"2023-04-24 18:55:00",-2.299,"2023-04-24 23:51:00",69.98,98.6,"2023-04-24 23:40:00",40.66,"2023-04-24 18:52:00",0,4.743,"2023-04-24 16:37:35",1.389,342.7,51.37,0.094,0.111,0.082,0.147,1.025,"2023-04-24 12:48:15",12.68262,0,1.643,2.113,1.321,48.75,48.89,48.63,1.263,1.315,1.234,22.86,23.11,22.65,1.451,1.472,1.44,20.2,20.22,20.16,2.445,2.473,2.42,21.24,21.32,21.17,1.765
NULL,windygates,2023-04-24,"2023-04-25 00:00:00",742,513,12.85,7999,-0.611,1.699,"2023-04-24 14:35:00",-4.177,"2023-04-24 23:50:00",74.11,92.5,"2023-04-24 23:23:00",53.47,"2023-04-24 14:34:00",0,5.233,"2023-04-24 12:09:00",2.095,19.23,46.93,-0.04,-0.028,-0.05,0.214,1.234,"2023-04-24 12:40:55",18.46297,0,1.987,2.005,1.976,44.76,45.99,44.27,1.294,1.31,1.282,31.35,31.42,31.31,1.99,2.012,1.965,57.61,57.73,57.49,1.998,2.021,1.972,45.25,45.33,45.19,2.02
NULL,wawanesa,2023-04-24,"2023-04-25 00:00:00",768,240,12.69,7999,1.179,7.084,"2023-04-24 15:25:00",-4.724,"2023-04-24 06:54:00",68.56,97.2,"2023-04-24 05:53:00",42.9,"2023-04-24 16:02:00",0,7.546,"2023-04-24 17:38:55",2.073,83.9,79.6,3.802,7.983,0.823,0.215,1.137,"2023-04-24 13:42:20",18.5295,0,4.172,7.028,2.115,34.41,34.86,33.84,2.806,3.6,2.197,37.21,37.43,37.05,0.94,0.958,0.927,22.89,22.96,22.8,1.85,1.871,1.827,30.05,30.13,29.98,2.502
NULL,waskada,2023-04-24,"2023-04-25 00:00:00",732,507,12.78,7999,1.687,8.38,"2023-04-24 16:26:00",-4.925,"2023-04-24 06:31:00",69.06,95.2,"2023-04-24 01:54:00",43.48,"2023-04-24 14:51:00",0,14.13,"2023-04-24 19:04:40",4.059,93.7,27.4,2.689,5.432,0.659,0.273,0.951,"2023-04-24 13:26:55",23.59224,0,7.951,10.07,6.699,27.22,29.65,25.51,1.645,1.668,1.624,28.63,31.68,24.7,1.201,1.225,1.181,26.68,26.75,26.59,4.369,4.43,4.342,22.69,22.73,22.66,3.414
NULL,vivian,2023-04-24,"2023-04-25 00:00:00",768,521,12.73,7999,1.435,7.022,"2023-04-24 17:27:00",-3.127,"2023-04-24 04:33:00",63.04,86,"2023-04-24 04:54:00",37.99,"2023-04-24 13:10:00",0,6.762,"2023-04-24 19:01:05",2.232,320,32.79,1.094,2.707,0.165,0.209,1.126,"2023-04-24 13:05:45",17.99562,0,5.124,8.25,2.401,34.98,35.36,34.66,4.129,5.29,3.165,42.61,42.73,42.41,2.552,2.589,2.525,53.34,53.41,53.16,2.791,2.814,2.775,35.25,35.27,35.22,2.661
NULL,virden,2023-04-24,"2023-04-25 00:00:00",746,224,12.47,7999,1.163,7.467,"2023-04-24 17:36:00",-6.107,"2023-04-24 06:29:00",66.59,97.4,"2023-04-24 05:57:00",40.43,"2023-04-24 17:37:00",0,8.53,"2023-04-24 19:28:20",3.092,78.37,24.82,3.754,8.84,0.443,0.282,0.809,"2023-04-24 13:32:45",24.35063,0,5.002,9.97,1.889,23.12,23.4,22.78,3.869,5.47,2.645,27.94,28.25,27.67,1.742,1.957,1.472,10.16,10.47,9.96,1.205,1.218,1.189,10.56,10.75,10.38,3.358
NULL,treherne,2023-04-24,"2023-04-25 00:00:00",768,201,12.77,7999,0.53,4.899,"2023-04-24 17:21:00",-4.231,"2023-04-25 00:00:00",67.5,88.8,"2023-04-24 23:41:00",46.66,"2023-04-24 17:18:00",0,6.096,"2023-04-24 12:03:15",1.907,48.23,73.28,0.47,1.498,0.026,0.177,0.856,"2023-04-24 16:47:45",15.25035,0,2.748,3.399,2.518,33.75,35.28,33.11,1.529,1.553,1.522,30.56,31.21,30.3,1.145,1.166,1.134,21.09,21.29,20.9,2.187,2.214,2.158,12.8,12.81,12.79,1.947
NULL,teulon,2023-04-24,"2023-04-25 00:00:00",768,207,12.79,7999,1.459,5.741,"2023-04-24 17:34:00",-0.976,"2023-04-24 06:40:00",60.65,78.2,"2023-04-24 21:13:00",43.39,"2023-04-24 17:23:00",0,9.37,"2023-04-24 10:31:05",3.726,21.98,23.25,3.129,7.674,0.006,0.001,0.003,"2023-04-24 16:24:15",NULL,0,3.427,6.654,1.066,38.97,39.42,38.68,3.185,3.52,2.838,36.34,37.13,35.81,0.729,0.756,0.712,6.864,6.897,6.826,0.732,0.759,0.712,11.1,11.11,11.08,1.386
NULL,taylorspoint,2023-04-24,"2023-04-25 00:00:00",768,515,12.6,7999,-0.043,4.632,"2023-04-24 13:07:00",-3.883,"2023-04-24 03:01:00",70.35,99.9,"2023-04-24 23:35:00",42.73,"2023-04-24 13:09:00",0,6.174,"2023-04-24 15:34:40",2.071,32.47,85.9,1.934,4.644,0.16,0.223,1.239,"2023-04-24 13:55:45",19.23312,0,3.871,8,1.379,42.45,43.23,41.88,2.017,3.125,1.317,46.25,48.61,43.61,NULL,NULL,NULL,NULL,NULL,NULL,1.424,1.439,1.404,37.58,37.66,37.49,2.378
NULL,swanvalley,2023-04-24,"2023-04-25 00:00:00",768,231,12.51,7999,1.332,8.41,"2023-04-24 17:31:00",-5.832,"2023-04-24 06:14:00",62.31,89.7,"2023-04-24 03:47:00",36.52,"2023-04-24 17:12:00",0,8.17,"2023-04-24 17:27:40",2.452,38.86,53.89,2.624,3.863,1.663,0.265,0.758,"2023-04-24 13:48:55",22.84228,0,1.978,2.012,1.932,NULL,NULL,NULL,2.361,2.4,2.327,51.97,52.12,51.72,3.212,3.226,3.19,47.53,47.59,47.49,3.147,3.163,3.12,45.3,45.33,45.25,3.266
NULL,stpierre,2023-04-24,"2023-04-25 00:00:00",758,203,12.91,784,1.587,6.715,"2023-04-24 17:22:00",-2.33,"2023-04-24 01:48:00",68.74,89,"2023-04-24 02:27:00",43.01,"2023-04-24 15:25:00",0,6.194,"2023-04-24 15:39:35",2.205,341.9,33.07,1.708,4.481,0.052,0.17,1.235,"2023-04-24 13:30:50",14.64778,0,2.256,3.147,1.766,41.3,42.15,40.77,1.212,1.254,1.194,38.88,42.45,37.34,1.49,1.505,1.474,36.64,36.7,36.6,2.197,2.217,2.184,41.53,41.56,41.49,2.162
NULL,stonewall,2023-04-24,"2023-04-25 00:00:00",750,555,12.6,7999,1.394,5.625,"2023-04-24 17:06:00",-1.955,"2023-04-24 22:38:00",62.23,78.77,"2023-04-24 22:37:00",45.12,"2023-04-24 17:24:00",0,7.997,"2023-04-24 10:51:15",3.165,2.103,22.27,1.302,3.619,-0.039,0.18,1.151,"2023-04-24 12:03:55",15.51093,0,2.391,4.034,1.218,45.72,46.29,45.06,1.336,1.38,1.312,40.98,44.33,38.87,1.075,1.085,1.064,35.9,35.94,35.88,1.132,1.141,1.117,25.26,25.27,25.22,2.404
NULL,stlazare,2023-04-24,"2023-04-25 00:00:00",768,529,12.72,7999,1.17,7.549,"2023-04-24 17:14:00",-4.975,"2023-04-24 06:55:00",65.94,89.9,"2023-04-24 06:57:00",39.71,"2023-04-24 16:04:00",0,7.546,"2023-04-24 17:40:35",2.78,98.5,24.17,2.109,6.231,-0.091,0.273,0.798,"2023-04-24 14:09:25",23.54701,0,5.349,7.509,4.293,42.51,44.23,41.58,5.16,5.216,5.087,31.29,32.89,30.31,NULL,NULL,NULL,51.3,51.36,51.17,3.581,3.598,3.571,43.59,43.64,43.54,3.206
NULL,sterose,2023-04-24,"2023-04-25 00:00:00",768,211,12.44,7999,1.079,7.109,"2023-04-24 16:43:00",-4.861,"2023-04-24 06:21:00",67.7,95.4,"2023-04-24 06:38:00",41.43,"2023-04-24 18:19:00",0,8.76,"2023-04-24 12:56:55",2.229,101.1,49.55,0.113,0.594,-0.116,0.283,0.992,"2023-04-24 12:50:20",24.41088,0,3.496,4.224,3.055,40.34,43.82,39.1,1.135,1.148,1.12,37.24,37.63,36.97,1.061,1.082,1.043,33.08,33.54,32.65,1.732,1.743,1.716,44,44.04,43.95,3.207
NULL,steinbach,2023-04-24,"2023-04-25 00:00:00",757,223,12.66,7999,1.598,6.467,"2023-04-24 15:48:00",-2.878,"2023-04-24 02:37:00",69.97,90.4,"2023-04-24 03:47:00",43.4,"2023-04-24 15:22:00",0,6.213,"2023-04-24 16:35:45",2.105,333,38.24,2.649,6.532,0.141,0.011,0.062,"2023-04-24 13:34:15",0.7535131,0,6.366,7.793,5.41,52.26,52.82,51.5,1.191,1.325,1.14,49.74,50.11,48.93,1.34,1.358,1.327,36.41,36.64,36.17,3.089,3.1,3.076,46.83,46.91,46.74,0.85
NULL,stead,2023-04-24,"2023-04-25 00:00:00",767,565,12.67,7999,2.389,7.482,"2023-04-24 17:05:00",-1.101,"2023-04-24 06:25:00",55.27,70.14,"2023-04-24 23:57:00",35,"2023-04-24 12:59:00",0,8.27,"2023-04-24 14:41:00",3.867,3.956,23.4,2.484,5.151,0.989,0.262,1.124,"2023-04-24 14:26:35",22.61786,0,2.33,3.724,1.381,40.86,41.47,40.26,1.098,1.118,1.077,30.92,31.7,30.62,1.328,1.347,1.319,28.39,28.41,28.37,2.067,2.083,2.056,51.23,51.31,51.16,3.572
NULL,stclaude,2023-04-24,"2023-04-25 00:00:00",762,554,12.86,7999,1.213,3.809,"2023-04-24 17:25:00",-1.071,"2023-04-25 00:00:00",66.83,89.4,"2023-04-24 05:16:00",49.96,"2023-04-24 14:52:00",0,6.154,"2023-04-24 16:58:10",1.771,32.57,63.57,2.528,5.606,0.347,0.145,1.104,"2023-04-24 15:38:30",12.49371,0,6.243,8.07,4.961,41.59,41.7,41.44,7.666,8.26,7.32,38.59,38.61,38.51,1.025,1.046,1.011,24.22,24.31,24.12,0.827,0.851,0.812,32.96,33.89,31.84,1.682
NULL,starbuck,2023-04-24,"2023-04-25 00:00:00",768,202,12.63,7999,1.603,4.908,"2023-04-24 17:47:00",-1.219,"2023-04-24 23:54:00",65.87,84.2,"2023-04-24 04:06:00",48.74,"2023-04-24 17:40:00",0,7.84,"2023-04-24 10:49:10",2.682,1.707,28.66,1.413,3.199,0.115,0.142,0.633,"2023-04-24 13:52:45",12.22674,0,2.497,4.013,1.352,48.8,49.62,47.88,1.178,1.202,1.156,22.61,22.77,22.44,0.302,0.325,0.279,26.94,26.98,26.89,0.827,0.859,0.801,34.04,34.09,33.99,1.981
NULL,stadolphe,2023-04-24,"2023-04-25 00:00:00",767,243,12.7,7999,1.988,6.388,"2023-04-24 15:45:00",-1.606,"2023-04-24 23:53:00",58.19,78.3,"2023-04-24 23:50:00",41,"2023-04-24 18:26:00",0,7.938,"2023-04-24 13:23:55",2.186,352.3,34.15,2.273,5.462,0.11,0.19,1.126,"2023-04-24 15:55:00",16.38812,0,6.553,6.767,6.415,46.9,47.28,46.47,1.095,1.117,1.081,29.95,30.12,29.78,1.077,1.1,1.061,32.55,32.62,32.5,1.603,1.62,1.58,42.6,42.66,42.48,2.466
NULL,spraguelakebog,2023-04-24,"2023-04-25 00:00:00",767,561,12.61,7999,0.89,5.371,"2023-04-24 16:22:00",-4.055,"2023-04-24 06:54:00",56.63,83.5,"2023-04-24 03:31:00",31.93,"2023-04-24 19:28:00",0,5.684,"2023-04-24 16:12:50",1.432,266.1,94.3,NULL,NULL,NULL,0.159,0.87,"2023-04-24 11:05:45",13.65815,0,NULL,NULL,NULL,NULL,4.109,NULL,NULL,NULL,NULL,NULL,3.18,NULL,NULL,NULL,NULL,NULL,2.338,NULL,NULL,NULL,NULL,NULL,1.578,NULL,2.077
NULL,souris,2023-04-24,"2023-04-25 00:00:00",732,208,12.55,7999,1.121,6.27,"2023-04-24 16:30:00",-3.747,"2023-04-24 06:40:00",74.11,99.9,"2023-04-24 05:21:00",49.25,"2023-04-24 17:14:00",0,7.409,"2023-04-24 16:53:55",2.789,91,29.4,2.586,5.349,0.629,0.248,1.09,"2023-04-24 12:49:40",21.38421,0,3.207,5.057,1.753,30.1,30.29,29.92,3.017,3.823,2.319,26.73,26.85,26.62,1.043,1.058,1.023,18.66,18.8,18.52,1.534,1.552,1.521,24.82,24.98,24.68,2.671
NULL,somerset,2023-04-24,"2023-04-25 00:00:00",767,246,12.46,160,-0.01,2.805,"2023-04-24 18:07:00",-3.503,"2023-04-24 23:33:00",74,100,"2023-04-24 23:41:00",54.26,"2023-04-24 14:44:00",0,5.625,"2023-04-24 12:06:25",1.953,40.05,65.59,-0.185,-0.175,-0.191,0.226,1.257,"2023-04-24 14:40:20",19.53053,0,3.131,5.32,1.435,32.63,33.08,32.08,1.241,1.764,1.128,32.97,33.12,32.69,0.929,0.948,0.908,25.37,25.42,25.34,1.587,1.6,1.572,33.63,33.66,33.61,2.112
NULL,snowflake,2023-04-24,"2023-04-25 00:00:00",762,514,12.72,7999,0.261,3.571,"2023-04-24 14:56:00",-2.854,"2023-04-24 23:36:00",70.48,89.3,"2023-04-24 07:00:00",48.82,"2023-04-24 14:54:00",0,5.566,"2023-04-24 16:49:00",1.813,21.64,45.69,2.927,5.195,1.079,0.179,1.235,"2023-04-24 14:36:30",15.47527,0,3.933,5.762,2.388,26.94,27.14,26.58,2.392,3.01,2.052,32.85,32.99,32.75,1.741,1.761,1.731,23.64,23.82,23.5,2.725,2.738,2.708,36.47,36.64,36.24,1.881
NULL,sinclair,2023-04-24,"2023-04-25 00:00:00",746,543,12.87,7999,0.962,6.833,"2023-04-24 17:13:00",-5.171,"2023-04-24 05:55:00",72.49,95.4,"2023-04-24 05:31:00",45.71,"2023-04-24 17:28:00",0,7.918,"2023-04-24 18:24:30",3.497,89.7,23.08,1.452,4.454,-0.048,0.307,1.021,"2023-04-24 12:00:15",26.51466,0,2.134,3.781,1.421,41.21,43.53,38.56,1.496,1.722,1.387,37.93,44.47,36.54,1.373,1.387,1.357,29.1,29.16,29.06,1.616,1.626,1.594,30.13,40.3,28.41,3.389
NULL,shilo,2023-04-24,"2023-04-25 00:00:00",767,558,12.71,7999,0.8,6.115,"2023-04-24 15:49:00",-4.528,"2023-04-24 06:55:00",64.97,88.7,"2023-04-24 05:27:00",43.78,"2023-04-24 15:50:00",0,7.213,"2023-04-24 15:34:30",2.609,39.8,43.59,4.836,9.51,1.332,0.258,1.123,"2023-04-24 13:05:25",22.30076,0,5.004,7.263,3.079,13.84,13.98,13.69,4.05,4.973,3.331,14.12,14.28,14.01,2.942,3.114,2.686,17.7,17.78,17.62,1.487,1.58,1.402,10.07,10.09,10.06,2.944
NULL,selkirk,2023-04-24,"2023-04-25 00:00:00",767,210,12.51,4769,1.05,5.436,"2023-04-24 16:25:00",-3.206,"2023-04-25 00:00:00",62.92,83.1,"2023-04-24 00:05:00",42.31,"2023-04-24 16:54:00",0,10.47,"2023-04-24 13:07:05",4.05,351.3,14.01,NULL,NULL,NULL,0.285,0.898,"2023-04-24 12:54:45",24.58133,0,3.161,6.783,1.437,27.74,29,26.9,2.092,3.45,1.326,31.97,32.32,31.65,1.315,1.333,1.296,17.85,18,17.76,3.168,3.182,3.155,45.65,45.71,45.6,3.328
NULL,sanclara,2023-04-24,"2023-04-25 00:00:00",767,527,12.62,7999,0.326,6.613,"2023-04-24 17:01:00",-7.125,"2023-04-24 04:59:00",62.42,90.9,"2023-04-24 05:01:00",40.21,"2023-04-24 17:45:00",0,8.19,"2023-04-24 19:10:15",2.886,113.8,31.1,1.592,2.717,0.716,0.278,0.796,"2023-04-24 13:32:20",24.00368,0,3.674,5.747,2.111,34.73,35.18,34.32,3.132,3.782,2.7,37.25,37.39,37.17,1.646,1.716,1.576,37.58,37.73,37.44,2.051,2.085,2.019,34.46,34.48,34.43,3.262
NULL,ruthenia,2023-04-24,"2023-04-25 00:00:00",747,520,12.57,7999,-0.016,6.669,"2023-04-24 16:11:00",-7.358,"2023-04-24 06:22:00",66.7,94.2,"2023-04-24 05:33:00",40.07,"2023-04-24 15:43:00",0,6.409,"2023-04-24 16:50:40",1.989,61.06,60.72,3.817,8.11,0.81,0.283,0.809,"2023-04-24 13:31:15",24.45439,0,5.315,7.798,3.368,19.49,21.13,6.035,3.414,4.496,2.718,40.41,40.55,40.3,NULL,NULL,9.92,30.86,30.89,30.81,2.631,2.677,2.591,35.39,35.43,35.35,3.073
NULL,russell,2023-04-24,"2023-04-25 00:00:00",763,215,12.48,7999,0.437,6.678,"2023-04-24 17:41:00",-5.802,"2023-04-24 05:19:00",69,99.8,"2023-04-24 03:58:00",40.64,"2023-04-24 17:05:00",0,7.036,"2023-04-24 17:02:40",2.809,114.2,21.06,3.14,6.846,0.449,0.273,0.783,"2023-04-24 13:43:30",23.54703,0,3.814,5.974,2.076,38.17,38.41,38,2.48,3.289,1.879,40.07,40.24,39.9,1.475,1.682,1.398,36.25,36.31,36.1,2.208,2.232,2.19,42.86,43.82,41.77,3.029
NULL,rosa,2023-04-24,"2023-04-25 00:00:00",767,538,12.82,7999,1.218,6.149,"2023-04-24 16:56:00",-3.976,"2023-04-24 02:44:00",68.55,92.4,"2023-04-24 04:24:00",44.01,"2023-04-24 15:31:00",0,7.84,"2023-04-24 15:51:45",1.744,313.8,47.81,1.758,3.615,0.563,0.189,1.24,"2023-04-24 12:04:00",16.29916,0,3.37,4.672,2.584,45.62,45.78,45.39,3.133,3.583,2.967,46.69,46.75,46.62,2.748,2.774,2.728,40.22,40.26,40.17,3.5,3.516,3.486,42.55,42.58,42.51,2.147
NULL,rorketon,2023-04-24,"2023-04-25 00:00:00",744,528,12.59,7999,0.676,6.653,"2023-04-24 17:40:00",-6.351,"2023-04-24 05:47:00",66.8,96.9,"2023-04-24 06:11:00",39.7,"2023-04-24 15:48:00",0,7.35,"2023-04-24 17:54:05",1.494,84,36.39,2.236,5.55,0.15,0.27,0.995,"2023-04-24 13:52:00",23.31318,0,3.219,4.382,2.401,44.18,44.53,43.8,3.251,3.63,3.083,52.08,52.35,51.76,2.432,2.445,2.416,46.68,46.76,46.6,2.16,2.185,2.148,45.9,46.04,45.79,2.999
NULL,riverton,2023-04-24,"2023-04-25 00:00:00",767,564,12.66,7999,0.978,5.272,"2023-04-24 16:42:00",-2.644,"2023-04-25 00:00:00",62.71,80.2,"2023-04-24 22:59:00",40.59,"2023-04-24 16:43:00",0,7.644,"2023-04-24 12:35:55",2.962,38.28,29.41,2.771,4.822,1.192,0.18,1.139,"2023-04-24 14:53:50",15.52563,0,3.215,4.169,2.318,59.44,59.75,58.91,1.381,1.473,1.333,48.89,49.57,44.88,NULL,NULL,NULL,35.57,35.92,33.78,NULL,NULL,NULL,28.53,28.89,27.35,2.464
NULL,rivers,2023-04-24,"2023-04-25 00:00:00",747,550,12.56,7999,0.071,5.689,"2023-04-24 16:01:00",-6.141,"2023-04-24 05:29:00",68.48,91.7,"2023-04-24 02:22:00",47.63,"2023-04-24 16:55:00",0,6.723,"2023-04-24 16:08:30",2.323,53.89,36.51,-0.122,-0.102,-0.136,0.263,0.924,"2023-04-24 13:23:50",22.66852,0,0.765,0.818,0.678,18.62,18.72,18.53,0.563,0.585,0.539,33.21,33.31,33.08,1.778,1.802,1.762,32.18,32.38,32.05,5.281,5.291,5.27,31.16,31.21,31.12,2.834
NULL,reston,2023-04-24,"2023-04-25 00:00:00",767,245,12.48,7999,1.234,7.968,"2023-04-24 16:27:00",-6.449,"2023-04-24 06:54:00",72.25,100,"2023-04-24 00:28:00",40.24,"2023-04-24 16:19:00",0,7.762,"2023-04-24 19:30:15",2.893,86.6,28.03,2.217,6.856,0.01,0.277,0.979,"2023-04-24 12:21:40",23.91506,0,2.215,3.452,1.449,43.8,45.46,43.19,2.662,2.791,2.613,17.12,21.08,15.63,1.321,1.337,1.29,25.36,26.21,24.96,2.143,2.165,2.127,35.92,36.01,35.83,3.347
NULL,reedycreek,2023-04-24,"2023-04-25 00:00:00",767,552,12.89,7999,-0.612,4.925,"2023-04-24 18:44:00",-7.513,"2023-04-24 06:16:00",70.31,96.4,"2023-04-24 06:24:00",46.22,"2023-04-24 19:15:00",0,4.743,"2023-04-24 13:39:15",1.542,356.6,39.45,4.351,7.682,1.586,0.279,1.123,"2023-04-24 11:52:05",24.03453,0,8.16,9.72,6.874,50.74,51.56,49.3,7.485,8.13,7.057,40.91,40.96,40.83,7.883,7.981,7.758,46.73,46.78,46.68,2.952,3.003,2.891,45.81,45.84,45.77,2.782
NULL,prawda,2023-04-24,"2023-04-25 00:00:00",767,560,12.51,7999,1.892,7.842,"2023-04-24 14:12:00",-6.479,"2023-04-24 06:40:00",54.32,93.4,"2023-04-24 07:10:00",29.89,"2023-04-24 14:19:00",0,4.41,"2023-04-24 17:58:45",1.275,317.8,90.6,0.58,1.687,-0.031,0.184,1.138,"2023-04-24 14:07:05",15.82728,0,2.096,3.508,1.205,37.46,38.02,36.84,1.606,2.106,1.367,32.93,33.1,32.82,4.447,4.458,4.428,51.38,51.44,51.3,3.205,3.221,3.195,59.61,59.66,59.46,2.363
NULL,portage,2023-04-24,"2023-04-25 00:00:00",751,235,12.89,7999,1.48,4.619,"2023-04-24 17:15:00",-0.709,"2023-04-24 23:59:00",68.56,92.3,"2023-04-24 02:19:00",50.84,"2023-04-24 13:57:00",0,6.448,"2023-04-24 11:52:20",1.97,17.12,37.03,1.036,2.082,0.251,0.167,1.357,"2023-04-24 12:52:15",14.35486,0,3.072,5.069,1.512,40.82,41.88,40.06,1.578,1.875,1.402,39.88,40.48,38.7,1.12,1.128,1.108,27.51,27.59,27.42,2.313,2.327,2.296,40.96,40.97,40.91,1.885
NULL,poplarfield,2023-04-24,"2023-04-25 00:00:00",762,562,12.83,7999,0.431,4.552,"2023-04-24 19:16:00",-4.604,"2023-04-24 23:41:00",65.91,87.8,"2023-04-24 23:46:00",43.99,"2023-04-24 19:17:00",0,6.507,"2023-04-24 14:59:30",1.823,30.99,31.7,2.062,4.767,0.186,0.138,0.589,"2023-04-24 17:18:40",11.87313,0,2.524,4.566,1.19,27.57,28.74,26.94,1.766,2.374,1.37,24.62,25.27,24.04,1.11,1.129,1.096,16,16.06,15.95,1.3,1.318,1.28,18.85,18.92,18.79,1.695
NULL,plumas,2023-04-24,"2023-04-25 00:00:00",762,540,12.82,7999,0.591,5.118,"2023-04-24 17:42:00",-3.93,"2023-04-24 06:45:00",69.16,92.2,"2023-04-24 06:53:00",46.6,"2023-04-24 17:03:00",0,6.919,"2023-04-24 16:48:40",2.561,42.62,45.73,1.23,3.517,-0.018,0.266,1.086,"2023-04-24 11:18:00",22.99713,0,1.86,2.793,1.332,NULL,NULL,NULL,1.168,1.19,1.152,16.29,16.44,16.2,1.739,1.752,1.723,44.2,44.27,44.11,NULL,NULL,NULL,33.4,33.48,33.32,2.849
NULL,pipelake,2023-04-24,"2023-04-25 00:00:00",762,526,12.51,7999,-1.192,4.687,"2023-04-24 17:51:00",-9.07,"2023-04-24 06:41:00",67.88,94.3,"2023-04-24 06:06:00",48.2,"2023-04-24 15:34:00",0,6.997,"2023-04-24 15:01:00",2.17,59.34,58.02,2.679,10.21,-1.267,0.279,0.801,"2023-04-24 13:51:30",24.05437,0,3.138,5.24,1.847,14.58,15.03,14.2,2.916,4.113,2.137,14.29,14.46,14.18,1.243,1.381,1.197,15.07,15.45,14.48,1.655,1.673,1.638,8.95,9.04,8.89,2.793
NULL,pierson,2023-04-24,"2023-04-25 00:00:00",746,232,12.49,7999,1.762,8.55,"2023-04-24 16:02:00",-4.795,"2023-04-24 04:48:00",68.21,95.8,"2023-04-24 05:13:00",43.13,"2023-04-24 15:20:00",0,10.04,"2023-04-24 13:14:10",3.9,92.9,21.46,4.265,9.41,0.823,0.269,0.935,"2023-04-24 13:12:15",23.1989,0,5.035,10.37,1.598,9.7,10.04,9.48,4.061,6.153,2.378,15.91,16.15,15.72,1.366,1.44,1.338,12.33,12.47,12.21,1.154,1.179,1.139,8.75,8.77,8.73,3.429
NULL,oakburn,2023-04-24,"2023-04-25 00:00:00",767,523,12.63,7999,-0.711,5.516,"2023-04-24 17:45:00",-6.957,"2023-04-24 06:05:00",71.03,99.9,"2023-04-24 02:03:00",44.02,"2023-04-24 16:13:00",0,8.04,"2023-04-24 14:31:40",2.636,85.5,32.42,1.179,2.542,0.378,0.194,0.598,"2023-04-24 13:41:25",16.74438,0,1.425,1.585,1.369,49.84,50.72,49.54,1.215,1.234,1.202,48.96,49.33,48.66,1.446,1.476,1.421,48.28,48.39,48.19,1.382,1.404,1.361,41.17,41.22,41.14,2.232
