Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-99.95,49.91,BRANDON A,5010481,2023-04-25,2023,04,25,,9.5,,-5.4,,2.1,,15.9,,0.0,,0.0,,0.0,,0.0,,,,16,,41,
-99.95,49.91,BRANDON A,5010481,2023-04-26,2023,04,26,,13.0,,-0.3,,6.4,,11.6,,0.0,,4.4,,0.0,,4.4,,,,32,,52,
-99.95,49.91,BRANDON A,5010481,2023-04-27,2023,04,27,,10.8,,-1.2,,4.8,,13.2,,0.0,,0.0,T,0.0,,0.0,T,,,7,,39,
-99.95,49.91,BRANDON A,5010481,2023-04-28,2023,04,28,,10.9,,-3.1,,3.9,,14.1,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-99.95,49.91,BRANDON A,5010481,2023-04-29,2023,04,29,,11.5,,1.5,,6.5,,11.5,,0.0,,0.9,,0.0,,0.9,,,,3,,58,
-99.95,49.91,BRANDON A,5010481,2023-04-30,2023,04,30,,13.3,,-2.3,,5.5,,12.5,,0.0,,0.0,,0.0,,0.0,,,,36,,45,
-99.95,49.91,BRANDON A,5010481,2023-05-01,2023,05,01,,12.9,,-2.8,,5.1,,12.9,,0.0,,0.0,,0.0,,0.0,,,,4,,48,
-99.95,49.91,BRANDON A,5010481,2023-05-02,2023,05,02,,20.0,,-4.3,,7.9,,10.1,,0.0,,0.0,,0.0,,0.0,,,,22,,38,
-99.95,49.91,BRANDON A,5010481,2023-05-03,2023,05,03,,22.8,,2.5,,12.7,,5.3,,0.0,,0.0,,0.0,,0.0,,,,12,,40,
-99.95,49.91,BRANDON A,5010481,2023-05-04,2023,05,04,,19.5,,5.6,,12.6,,5.4,,0.0,,0.0,,0.0,,0.0,,,,6,,41,
-99.95,49.91,BRANDON A,5010481,2023-05-05,2023,05,05,,17.1,,4.9,,11.0,,7.0,,0.0,,0.0,T,0.0,,0.0,T,,,11,,55,
-99.95,49.91,BRANDON A,5010481,2023-05-06,2023,05,06,,17.3,,4.2,,10.8,,7.2,,0.0,,0.0,T,0.0,,0.0,T,,,10,,64,
-99.36,49.91,CARBERRY CS,5010547,2023-04-01,2023,04,01,,0.9,,-16.0,,-7.5,,25.5,,0.0,,,,,,0.0,,20,,18,,39,
-99.36,49.91,CARBERRY CS,5010547,2023-04-02,2023,04,02,,-2.1,,-11.0,,-6.5,,24.5,,0.0,,,,,,6.1,,17,,34,,54,
-99.36,49.91,CARBERRY CS,5010547,2023-04-03,2023,04,03,,-7.7,,-14.2,,-11.0,,29.0,,0.0,,,,,,0.0,,23,,1,,45,
-99.36,49.91,CARBERRY CS,5010547,2023-04-04,2023,04,04,,-5.0,,-14.8,,-9.9,,27.9,,0.0,,,,,,0.0,,28,,2,,37,
-99.36,49.91,CARBERRY CS,5010547,2023-04-05,2023,04,05,,-4.7,,-9.2,,-7.0,,25.0,,0.0,,,,,,0.6,,28,,34,,58,
-99.36,49.91,CARBERRY CS,5010547,2023-04-06,2023,04,06,,-0.1,,-11.2,,-5.7,,23.7,,0.0,,,,,,0.0,,18,,33,,33,
-99.36,49.91,CARBERRY CS,5010547,2023-04-07,2023,04,07,,0.8,,-16.2,,-7.7,,25.7,,0.0,,,,,,0.0,,18,,,,,
-99.36,49.91,CARBERRY CS,5010547,2023-04-08,2023,04,08,,5.3,,-16.1,,-5.4,,23.4,,0.0,,,,,,0.0,,17,,15,,33,
-99.36,49.91,CARBERRY CS,5010547,2023-04-09,2023,04,09,,6.9,,-3.3,,1.8,,16.2,,0.0,,,,,,0.0,,13,,26,,31,
-99.36,49.91,CARBERRY CS,5010547,2023-04-10,2023,04,10,,10.6,,-2.1,,4.3,,13.7,,0.0,,,,,,0.0,,6,,24,,38,
-99.36,49.91,CARBERRY CS,5010547,2023-04-11,2023,04,11,,14.4,,-1.3,,6.6,,11.4,,0.0,,,,,,0.0,,,,26,,31,
-99.36,49.91,CARBERRY CS,5010547,2023-04-12,2023,04,12,,10.5,,2.3,,6.4,,11.6,,0.0,,,,,,0.0,,,,28,,38,
-99.36,49.91,CARBERRY CS,5010547,2023-04-13,2023,04,13,,5.8,,0.8,,3.3,,14.7,,0.0,,,,,,0.0,,,,2,,44,
-99.36,49.91,CARBERRY CS,5010547,2023-04-14,2023,04,14,,4.0,,0.5,,2.2,,15.8,,0.0,,,,,,0.0,,,,1,,41,
-99.36,49.91,CARBERRY CS,5010547,2023-04-15,2023,04,15,,5.4,,-0.8,,2.3,,15.7,,0.0,,,,,,0.0,,,,1,,39,
-99.36,49.91,CARBERRY CS,5010547,2023-04-16,2023,04,16,,10.8,,-2.9,,4.0,,14.0,,0.0,,,,,,0.0,,,,,,,
-99.36,49.91,CARBERRY CS,5010547,2023-04-17,2023,04,17,,8.3,,-2.4,,3.0,,15.0,,0.0,,,,,,0.0,,,,,,,
-99.36,49.91,CARBERRY CS,5010547,2023-04-18,2023,04,18,,6.1,,-2.2,,1.9,,16.1,,0.0,,,,,,0.0,,,,6,,44,
-99.36,49.91,CARBERRY CS,5010547,2023-04-19,2023,04,19,,0.6,,-1.3,,-0.4,,18.4,,0.0,,,,,,0.0,,,,7,,54,
-99.36,49.91,CARBERRY CS,5010547,2023-04-20,2023,04,20,,0.2,,-1.5,,-0.7,,18.7,,0.0,,,,,,6.5,,,,,,,
-99.36,49.91,CARBERRY CS,5010547,2023-04-21,2023,04,21,,1.5,,-4.9,,-1.7,,19.7,,0.0,,,,,,1.6,,11,,,M,,M
-99.36,49.91,CARBERRY CS,5010547,2023-04-22,2023,04,22,,3.9,,-8.4,,-2.3,,20.3,,0.0,,,,,,0.0,,7,,,M,,M
-99.36,49.91,CARBERRY CS,5010547,2023-04-23,2023,04,23,,5.3,,-6.1,,-0.4,,18.4,,0.0,,,,,,0.0,,2,,,M,,M
-99.36,49.91,CARBERRY CS,5010547,2023-04-24,2023,04,24,,5.6,,-3.4,,1.1,,16.9,,0.0,,,,,,0.0,,,,,M,,M
-99.36,49.91,CARBERRY CS,5010547,2023-04-25,2023,04,25,,9.1,,-5.7,,1.7,,16.3,,0.0,,,,,,0.0,,,,,M,,M
-99.36,49.91,CARBERRY CS,5010547,2023-04-26,2023,04,26,,13.2,,0.7,,6.9,,11.1,,0.0,,,,,,4.1,,,,19,,42,
-99.36,49.91,CARBERRY CS,5010547,2023-04-27,2023,04,27,,11.2,,1.1,,6.1,,11.9,,0.0,,,,,,0.0,,,,1,,35,
-99.36,49.91,CARBERRY CS,5010547,2023-04-28,2023,04,28,,12.0,,-1.9,,5.0,,13.0,,0.0,,,,,,0.0,,,,,,,
-99.36,49.91,CARBERRY CS,5010547,2023-04-29,2023,04,29,,8.5,,1.8,,5.2,,12.8,,0.0,,,,,,4.1,,,,1,,47,
-99.36,49.91,CARBERRY CS,5010547,2023-04-30,2023,04,30,,12.4,,-0.8,,5.8,,12.2,,0.0,,,,,,0.0,,,,36,,39,
-99.36,49.91,CARBERRY CS,5010547,2023-05-01,2023,05,01,,11.1,,-1.6,,4.7,,13.3,,0.0,,,,,,0.0,,,,34,,42,
-99.36,49.91,CARBERRY CS,5010547,2023-05-02,2023,05,02,,20.1,,-4.2,,7.9,,10.1,,0.0,,,,,,0.0,,,,,,,
-99.36,49.91,CARBERRY CS,5010547,2023-05-03,2023,05,03,,22.0,,4.7,,13.3,,4.7,,0.0,,,,,,0.0,,,,1,,33,
-99.36,49.91,CARBERRY CS,5010547,2023-05-04,2023,05,04,,18.6,,5.6,,12.1,,5.9,,0.0,,,,,,0.0,,,,2,,34,
-99.36,49.91,CARBERRY CS,5010547,2023-05-05,2023,05,05,,16.9,,4.9,,10.9,,7.1,,0.0,,,,,,0.0,,,,8,,46,
-99.36,49.91,CARBERRY CS,5010547,2023-05-06,2023,05,06,,17.1,,4.5,,10.8,,7.2,,0.0,,,,,,0.0,,,,9,,50,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-01,2023,04,01,,0.1,,-17.3,,-8.6,,26.6,,0.0,,,,,,0.0,,,,18,,43,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-02,2023,04,02,,0.2,,-8.1,,-3.9,,21.9,,0.0,,,,,,1.9,,,,35,,47,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-03,2023,04,03,,-2.3,,-11.3,,-6.8,,24.8,,0.0,,,,,,0.0,,,,36,,43,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-04,2023,04,04,,-3.5,,-11.8,,-7.6,,25.6,,0.0,,,,,,1.6,,,,4,,40,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-05,2023,04,05,,-5.2,,-6.9,,-6.1,,24.1,,0.0,,,,,,5.7,,,,35,,55,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-06,2023,04,06,,-1.0,,-15.5,,-8.2,,26.2,,0.0,,,,,,0.0,,,,33,,35,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-07,2023,04,07,,-4.6,,-19.1,,-11.9,,29.9,,0.0,,,,,,0.0,,,,,,,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-08,2023,04,08,,3.2,,-16.7,,-6.7,,24.7,,0.0,,,,,,0.3,,,,,,,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-09,2023,04,09,,7.1,,-10.5,,-1.7,,19.7,,0.0,,,,,,0.0,,,,26,,40,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-10,2023,04,10,,6.5,,-4.2,,1.2,,16.8,,0.0,,,,,,0.0,,,,27,,31,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-11,2023,04,11,,5.1,,-0.3,,2.4,,15.6,,0.0,,,,,,0.0,,,,15,,37,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-12,2023,04,12,,11.7,,0.3,,6.0,,12.0,,0.0,,,,,,0.0,,,,29,,32,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-13,2023,04,13,,7.8,,1.6,,4.7,,13.3,,0.0,,,,,,2.5,,,,3,,48,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-14,2023,04,14,,3.9,,1.1,,2.5,,15.5,,0.0,,,,,,0.0,,,,34,,33,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-15,2023,04,15,,2.2,,0.0,,1.1,,16.9,,0.0,,,,,,0.0,,,,36,,43,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-16,2023,04,16,,9.1,,-1.8,,3.7,,14.3,,0.0,,,,,,0.0,,,,33,,40,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-17,2023,04,17,,8.1,,-2.8,,2.7,,15.3,,0.0,,,,,,0.0,,,,,,,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-18,2023,04,18,,7.0,,-3.0,,2.0,,16.0,,0.0,,,,,,0.0,,,,6,,36,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-19,2023,04,19,,3.6,,-0.8,,1.4,,16.6,,0.0,,,,,,0.7,,,,14,,50,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-20,2023,04,20,,2.4,,-0.9,,0.8,,17.2,,0.0,,,,,,9.9,,,,5,,43,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-21,2023,04,21,,3.4,,-1.9,,0.8,,17.2,,0.0,,,,,,0.9,,,,34,,57,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-22,2023,04,22,,4.3,,-3.6,,0.3,,17.7,,0.0,,,,,,0.0,,,,36,,35,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-23,2023,04,23,,4.3,,-3.4,,0.5,,17.5,,0.0,,,,,,0.0,,,,,,,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-24,2023,04,24,,4.5,,-2.9,,0.8,,17.2,,0.0,,,,,,0.0,,,,,,,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-25,2023,04,25,,9.1,,-4.7,,2.2,,15.8,,0.0,,,,,,0.0,,,,,,,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-26,2023,04,26,,9.9,,-1.2,,4.4,,13.6,,0.0,,,,,,6.8,,,,16,,49,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-27,2023,04,27,,12.4,,1.4,,6.9,,11.1,,0.0,,,,,,0.0,,,,2,,36,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-28,2023,04,28,,12.2,,2.0,,7.1,,10.9,,0.0,,,,,,0.0,,,,,,,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-29,2023,04,29,,11.0,,3.1,,7.1,,10.9,,0.0,,,,,,0.8,,,,35,,49,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-04-30,2023,04,30,,12.8,,0.7,,6.8,,11.2,,0.0,,,,,,0.0,,,,36,,52,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-05-01,2023,05,01,,11.1,,0.8,,5.9,,12.1,,0.0,,,,,,0.0,,,,32,,48,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-05-02,2023,05,02,,18.6,,0.6,,9.6,,8.4,,0.0,,,,,,0.0,,,,,,,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-05-03,2023,05,03,,22.2,,4.1,,13.2,,4.8,,0.0,,,,,,0.0,,,,34,,38,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-05-04,2023,05,04,,19.5,,5.8,,12.6,,5.4,,0.0,,,,,,0.0,,,,34,,36,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-05-05,2023,05,05,,17.9,,3.8,,10.9,,7.1,,0.0,,,,,,0.6,,,,12,,42,
-98.03,49.50,CARMAN U OF M CS,502I001,2023-05-06,2023,05,06,,16.6,,5.8,,11.2,,6.8,,0.0,,,,,,0.3,,,,9,,37,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-01,2023,04,01,,-0.4,,-16.9,,-8.7,,26.7,,0.0,,,,,,0.0,,15,,19,,55,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-02,2023,04,02,,-0.7,,-5.9,,-3.3,,21.3,,0.0,,,,,,13.7,,14,,36,,48,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-03,2023,04,03,,-5.5,,-12.8,,-9.1,,27.1,,0.0,,,,,,0.0,,34,,1,,46,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-04,2023,04,04,,-5.0,,-14.8,,-9.9,,27.9,,0.0,,,,,,0.0,,29,,4,,43,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-05,2023,04,05,,-5.0,,-8.7,,-6.9,,24.9,,0.0,,,,,,0.3,,29,,35,,62,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-06,2023,04,06,,-1.9,,-13.6,,-7.8,,25.8,,0.0,,,,,,0.0,,22,,35,,41,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-07,2023,04,07,,-0.5,,-17.7,,-9.1,,27.1,,0.0,,,,,,0.0,,21,,,,,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-08,2023,04,08,,4.4,,-6.0,,-0.8,,18.8,,0.0,,,,,,0.0,,22,,16,,40,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-09,2023,04,09,,6.4,,-4.0,,1.2,,16.8,,0.0,,,,,,0.0,,19,,25,,34,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-10,2023,04,10,,10.2,,-0.2,,5.0,,13.0,,0.0,,,,,,0.0,,12,,,,,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-11,2023,04,11,,10.7,,0.4,,5.6,,12.4,,0.0,,,,,,0.0,,,,,,,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-12,2023,04,12,,10.2,,1.0,,5.6,,12.4,,0.0,,,,,,0.0,,,,29,,32,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-13,2023,04,13,,7.1,,1.3,,4.2,,13.8,,0.0,,,,,,0.0,,,,3,,49,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-14,2023,04,14,,5.6,,1.1,,3.4,,14.6,,0.0,,,,,,0.0,,,,3,,36,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-15,2023,04,15,,4.1,,-0.8,,1.6,,16.4,,0.0,,,,,,0.2,,,,1,,41,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-16,2023,04,16,,11.1,,-3.0,,4.0,,14.0,,0.0,,,,,,0.0,,,,3,,32,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-17,2023,04,17,,8.2,,-5.2,,1.5,,16.5,,0.0,,,,,,0.0,,,,,,,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-18,2023,04,18,,5.7,,-3.2,,1.2,,16.8,,0.0,,,,,,0.0,,,,6,,39,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-19,2023,04,19,,2.4,,-1.5,,0.5,,17.5,,0.0,,,,,,1.1,,,,9,,53,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-20,2023,04,20,,1.2,,-1.3,,0.0,,18.0,,0.0,,,,,,8.5,,,,5,,43,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-21,2023,04,21,,2.2,,-2.8,,-0.3,,18.3,,0.0,,,,,,0.4,,16,,2,,68,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-22,2023,04,22,,4.0,,-8.0,,-2.0,,20.0,,0.0,,,,,,0.0,,10,,1,,42,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-23,2023,04,23,,3.8,,-7.0,,-1.6,,19.6,,0.0,,,,,,0.0,,4,,,,,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-24,2023,04,24,,4.7,,-2.5,,1.1,,16.9,,0.0,,,,,,0.0,,3,,,,,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-25,2023,04,25,,8.3,,-5.2,,1.5,,16.5,,0.0,,,,,,0.0,,,,,,,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-26,2023,04,26,,12.2,,0.9,,6.5,,11.5,,0.0,,,,,,3.8,,,,18,,51,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-27,2023,04,27,,11.0,,0.0,,5.5,,12.5,,0.0,,,,,,0.0,,,,4,,34,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-28,2023,04,28,,11.3,,0.5,,5.9,,12.1,,0.0,,,,,,0.0,,,,,,,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-29,2023,04,29,,8.5,,1.8,,5.1,,12.9,,0.0,,,,,,4.9,,,,8,,50,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-30,2023,04,30,,12.5,,-0.7,,5.9,,12.1,,0.0,,,,,,0.0,,,,1,,47,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-05-01,2023,05,01,,10.9,,-0.7,,5.1,,12.9,,0.0,,,,,,0.0,,,,2,,43,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-05-02,2023,05,02,,19.7,,-3.9,,7.9,,10.1,,0.0,,,,,,0.0,,,,,,,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-05-03,2023,05,03,,22.2,,3.4,,12.8,,5.2,,0.0,,,,,,0.0,,,,2,,37,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-05-04,2023,05,04,,18.6,,3.2,,10.9,,7.1,,0.0,,,,,,0.0,,,,2,,36,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-05-05,2023,05,05,,18.2,,3.4,,10.8,,7.2,,0.0,,,,,,0.4,,,,9,,42,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-05-06,2023,05,06,,16.8,,6.1,,11.4,,6.6,,0.0,,,,,,0.0,,,,8,,46,
-100.05,51.10,DAUPHIN,5040689,2023-04-01,2023,04,01,,3.8,,-11.8,,-4.0,,22.0,,0.0,,,,,,0.0,,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-02,2023,04,02,,-1.2,,-10.5,,-5.9,,23.9,,0.0,,,,,,0.0,,,,1,,55,
-100.05,51.10,DAUPHIN,5040689,2023-04-03,2023,04,03,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-04,2023,04,04,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-05,2023,04,05,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-06,2023,04,06,,0.6,,-9.2,,-4.3,,22.3,,0.0,,,,,,0.0,,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-07,2023,04,07,,1.9,,-12.2,,-5.2,,23.2,,0.0,,,,,,0.0,,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-08,2023,04,08,,7.8,,-11.6,,-1.9,,19.9,,0.0,,,,,,0.0,,,,20,,52,
-100.05,51.10,DAUPHIN,5040689,2023-04-09,2023,04,09,,8.1,,-3.3,,2.4,,15.6,,0.0,,,,,,0.0,,,,29,,42,
-100.05,51.10,DAUPHIN,5040689,2023-04-10,2023,04,10,,13.5,,0.8,,7.2,,10.8,,0.0,,,,,,0.0,,,,28,,68,
-100.05,51.10,DAUPHIN,5040689,2023-04-11,2023,04,11,,15.9,,0.8,,8.4,,9.6,,0.0,,,,,,0.0,,,,11,,37,
-100.05,51.10,DAUPHIN,5040689,2023-04-12,2023,04,12,,9.6,,1.1,,5.4,,12.6,,0.0,,,,,,0.0,,,,26,,59,
-100.05,51.10,DAUPHIN,5040689,2023-04-13,2023,04,13,,8.2,,-1.2,,3.5,,14.5,,0.0,,,,,,0.6,,,,7,,33,
-100.05,51.10,DAUPHIN,5040689,2023-04-14,2023,04,14,,3.2,,0.6,,1.9,,16.1,,0.0,,,,,,4.9,,,,1,,45,
-100.05,51.10,DAUPHIN,5040689,2023-04-15,2023,04,15,,6.7,,-2.9,,1.9,,16.1,,0.0,,,,,,0.0,,,,1,,35,
-100.05,51.10,DAUPHIN,5040689,2023-04-16,2023,04,16,,11.6,,-3.8,,3.9,,14.1,,0.0,,,,,,0.0,,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-17,2023,04,17,,9.2,,-4.0,,2.6,,15.4,,0.0,,,,,,0.0,,,,6,,39,
-100.05,51.10,DAUPHIN,5040689,2023-04-18,2023,04,18,,6.0,,-4.0,,1.0,,17.0,,0.0,,,,,,0.0,,,,9,,41,
